0.06535869	-0.0712021	-0.09642439	-0.025347447	-0.06638457	0.13564318	0.09802738	-0.072830096	-0.07819668	-0.019411493	0.115588196	-0.04053585	0.109916754	0.1462828	-0.08721137	-0.13968258	0.018098144	0.10998228	-0.10477189	0.09969298
0.0765206	0.019238714	-0.0055128643	0.10534511	0.051120274	0.013482563	-0.055726856	0.0042251283	-0.018029353	-0.051018506	0.052343313	0.13490525	-0.095780775	0.07106281	0.122284435	-0.027888194	0.020812826	0.024571398	0.1716628	-0.035927594
0.10565729	-0.05216251	0.001601794	-0.11440426	-0.14043234	-0.051419016	0.072941266	-0.071449116	-0.00070998527	-0.04688786	-0.07677492	0.11547647	0.011032468	0.12110849	0.031807132	-0.11980573	0.12719879	0.08375957	-0.08538042	0.05322648
0.10688026	0.029010233	-0.100566626	0.08696212	-0.021188106	0.17907323	0.08717421	-0.19028017	-0.021534652	0.0010744007	-0.13034846	-0.023951288	-0.073441364	-0.03534999	-0.07174093	-0.077295326	0.0525885	0.1427876	-0.030761711	-0.027601937
0.19882762	-0.05306991	-0.09627681	0.020859579	-0.011924737	0.1888284	0.0168005	-0.18941042	-0.09012271	0.0044269315	0.13521446	0.028887507	0.07028686	0.001206579	-0.073603794	-0.00014376937	0.033147473	0.03971514	-0.09078744	-0.040231332
-0.054957926	-0.2663211	-0.10324427	0.20201495	-0.17009094	0.10077492	-0.15206902	0.026602374	-0.11520547	-0.14891386	0.15659589	0.21914515	-0.041506413	-0.15909727	0.048033275	0.07111756	-0.20962912	-0.03647366	-0.20305341	-0.16481489
0.01569179	0.08878695	0.008212191	0.028934436	-0.007193457	-0.007321461	-0.11023729	0.06391258	-0.10093007	-0.069391884	-0.010401214	0.049936924	0.0007363581	0.065116055	0.068588935	0.037302524	0.04547807	-0.00040039056	0.15791833	-0.013240668
0.019825462	-0.009731878	0.01182403	-0.117183976	-0.09182923	-0.06740963	-0.033049803	-0.11978808	-0.07842721	-0.018400297	-0.046214733	0.074634805	0.024644429	0.06247197	0.045344148	-0.07780848	0.086339004	-3.1162737e-05	-0.06799481	-0.04130067
-0.0098958295	0.005499615	-0.07227508	0.06961338	0.11040636	-0.03587508	-0.08189787	-0.06848529	-0.13290562	-0.05363916	-0.10943432	0.119842716	0.10358885	0.007929311	-0.076514974	0.025530927	-0.05980899	-0.036787957	-0.046630427	-0.04134167
0.009820408	-0.092378624	-0.16536976	0.08670283	-0.13587175	-0.14714673	-0.14862841	-0.10520736	-0.13594675	-0.20086375	-0.03653266	-0.006233628	0.05419811	0.041634377	-0.063280486	-0.04830291	-0.021727068	-0.055943284	-0.02055852	-0.11901263
0.028609026	-0.0546723	0.061469175	0.07936761	-0.024398938	-0.06895327	-3.1961492e-05	0.010199687	-0.0038639759	0.16222598	0.06995365	-0.054768164	0.04698215	0.15514	-0.06419842	-0.11450965	0.053675868	0.06898618	-0.04944551	0.07511508
-0.12905627	-0.038977746	-0.015784787	-0.0005042849	-0.06450926	-0.009173548	0.0029857974	-0.18742822	-0.034254014	-0.014971263	0.032744464	-0.043399513	0.088341385	-0.008479967	-0.22449285	0.015038445	-0.0939226	0.032797895	-0.06373497	0.050874066
0.09336702	-0.09932885	0.0416647	-0.111180015	0.006563413	0.00584882	0.050724585	0.0387746	4.8477894e-05	0.13538906	0.01660881	0.070777185	0.010220607	0.15718864	-0.025581349	-0.10887646	-0.02239858	0.060596995	-0.006818348	0.089169726
-0.031027911	0.052449465	-0.040453013	0.073125705	-0.010514171	-0.16821432	0.054624557	-0.030338474	0.022574574	-0.059068583	-0.104306884	-0.012501139	0.026809914	0.08086472	0.050679952	0.014211344	-0.041724913	0.12758738	0.020715268	-0.043908607
-0.04779201	-0.069607936	-0.09447126	-0.05453096	-0.0142313	0.004147419	-0.070762776	-0.38039675	-0.092853926	-0.06210411	0.07629616	0.08434996	0.102782324	0.111792594	0.042496666	-0.028580416	-0.064509384	-0.040269826	-0.12812467	-0.065384
0.007756921	-0.029999178	0.03473412	-0.024890365	0.01924205	0.030126188	0.067992985	0.032620892	0.029556043	0.06971188	0.02579937	0.038315747	-0.029519374	0.06165332	-0.06936517	-0.002821621	0.01195121	0.02500227	0.036328584	0.0596655
0.10797172	0.024861706	0.00021876197	-0.059355743	-0.026272798	-0.031082926	-0.078549996	-0.006141767	0.018188547	-0.024149403	-0.0074991845	0.021820012	-0.0072750715	0.1376737	0.06524222	-0.05521647	0.06920188	-0.015440224	0.04083769	-0.046459474
0.052536163	-0.006599957	-0.086448126	0.03123474	0.029968714	-0.16411193	0.07784658	0.084325664	0.007920828	0.035863016	0.1217206	-0.00070582714	0.06927546	0.15296987	-0.07564328	-0.030187728	-0.058718733	0.11899231	0.02747646	-0.0017409967
-0.10825381	-0.012623076	-0.027715977	0.072247654	0.061386045	-0.009756628	-0.031910606	-0.1348566	-0.17077957	-0.14792901	-0.063133314	-0.012561712	0.13310231	-0.108107254	-0.061067913	0.106833674	-0.11342141	-0.07936811	-0.04849314	-0.1315367
0.099656716	-0.05104275	0.03833792	-0.2402818	-0.024681788	-0.21529482	-0.13171361	-0.028087068	0.112682655	-0.0066716615	0.013469955	0.018691221	-0.011429003	0.06406411	0.12586097	0.019476617	0.09308648	0.013315318	-0.070860595	0.0123342285
0.009978363	-0.017195545	-0.023311492	-0.118329026	0.059195507	-0.058874264	0.069548704	0.075324744	-0.03429974	-0.05366578	-0.05818444	-0.13890916	0.101782314	-0.009361831	0.044382982	-0.044414185	0.0101877125	0.07364936	-0.068241514	0.0008210345
